Open,High,Low,Close,Adj Close,Volume
1266.2900390625,1297.8499755859375,1262.1099853515625,1296.3199462890625,1296.3199462890625,4966810000
1294.4200439453125,1313.1500244140625,1291.4100341796875,1305.3199462890625,1305.3199462890625,5067310000
1304.7900390625,1304.7900390625,1285.6400146484375,1289.5899658203125,1289.5899658203125,4711290000
1288.6400146484375,1294.030029296875,1274.8599853515625,1285.8299560546875,1285.8299560546875,4787600000
1282.1099853515625,1300.1099853515625,1276.8399658203125,1292.9300537109375,1292.9300537109375,4064000000
1293.8499755859375,1302.050048828125,1290.739990234375,1298.199951171875,1298.199951171875,4041820000
1298.1400146484375,1300.219970703125,1274.510009765625,1278.5999755859375,1278.5999755859375,3829290000
1276.6500244140625,1276.6500244140625,1263.1099853515625,1266.68994140625,1266.68994140625,4159760000
1267.3399658203125,1276.010009765625,1261.1600341796875,1274.5400390625,1274.5400390625,4555030000
1271.0699462890625,1281.4000244140625,1265.219970703125,1277.719970703125,1277.719970703125,4032590000
1277.5899658203125,1293.0899658203125,1277.5899658203125,1292.199951171875,1292.199951171875,3741070000
1290.469970703125,1290.469970703125,1264.8699951171875,1266.8399658203125,1266.8399658203125,3420600000
1267.030029296875,1275.6500244140625,1263.2099609375,1271.510009765625,1271.510009765625,3587570000
1271.2900390625,1285.050048828125,1270.030029296875,1281.6600341796875,1281.6600341796875,3499610000
1283.7900390625,1300.6800537109375,1283.7900390625,1300.6800537109375,1300.6800537109375,3854280000
1296.489990234375,1297.5899658203125,1282.739990234375,1282.8299560546875,1282.8299560546875,3288120000
1287.8299560546875,1303.0400390625,1272.199951171875,1277.5799560546875,1277.5799560546875,4783560000
1276.6099853515625,1280.5999755859375,1265.5899658203125,1274.97998046875,1274.97998046875,5056980000
1271.800048828125,1271.800048828125,1232.8299560546875,1236.8299560546875,1236.8299560546875,5212500000
1233.2099609375,1244.93994140625,1217.22998046875,1242.31005859375,1242.31005859375,5017080000
1249.5,1274.4200439453125,1247.1199951171875,1267.7900390625,1267.7900390625,7351340000
1267.97998046875,1268.6600341796875,1224.510009765625,1224.510009765625,1224.510009765625,7380630000
1227.5,1243.9000244140625,1221.5999755859375,1232.0400390625,1232.0400390625,6543440000
1229.0400390625,1249.97998046875,1211.5400390625,1249.050048828125,1249.050048828125,6869250000
1245.8800048828125,1255.0899658203125,1233.81005859375,1251.699951171875,1251.699951171875,6273260000
1250.9200439453125,1250.9200439453125,1192.699951171875,1192.699951171875,1192.699951171875,8279510000
1188.31005859375,1214.8399658203125,1169.280029296875,1213.5999755859375,1213.5999755859375,9459830000
1210.3399658203125,1210.3399658203125,1155.8800048828125,1156.3900146484375,1156.3900146484375,9431870000
1157.0799560546875,1211.1400146484375,1133.5,1206.510009765625,1206.510009765625,10082690000
1213.1099853515625,1265.1199951171875,1213.1099853515625,1255.0799560546875,1255.0799560546875,9387170000
1255.3699951171875,1255.3699951171875,1205.6099853515625,1207.0899658203125,1207.0899658203125,5368130000
1207.6099853515625,1221.1500244140625,1187.06005859375,1188.219970703125,1188.219970703125,5185730000
1188.7900390625,1197.4100341796875,1179.7900390625,1185.8699951171875,1185.8699951171875,4820360000
1187.8699951171875,1220.030029296875,1187.8699951171875,1209.1800537109375,1209.1800537109375,5877640000
1204.469970703125,1215.77001953125,1187.5400390625,1213.27001953125,1213.27001953125,5383610000
1209.0699462890625,1209.0699462890625,1106.4200439453125,1106.4200439453125,1106.4200439453125,7305060000
1113.780029296875,1168.030029296875,1113.780029296875,1166.3599853515625,1166.3599853515625,4937680000
1164.1700439453125,1167.030029296875,1140.77001953125,1161.06005859375,1161.06005859375,5782130000
1160.6400146484375,1160.6400146484375,1111.4300537109375,1114.280029296875,1114.280029296875,6285640000
1115.1600341796875,1153.8199462890625,1098.1400146484375,1099.22998046875,1099.22998046875,6716120000
1097.56005859375,1097.56005859375,1007.969970703125,1056.8900146484375,1056.8900146484375,7956020000
1057.5999755859375,1072.9100341796875,996.22998046875,996.22998046875,996.22998046875,7069210000
988.9099731445312,1021.0599975585938,970.969970703125,984.9400024414062,984.9400024414062,8716330000
988.4199829101562,1005.25,909.1900024414062,909.9199829101562,909.9199829101562,6819000000
902.3099975585938,936.3599853515625,839.7999877929688,899.219970703125,899.219970703125,11456230000
912.75,1006.9299926757812,912.75,1003.3499755859375,1003.3499755859375,7263370000
1009.969970703125,1044.31005859375,972.0700073242188,998.010009765625,998.010009765625,8161990000
994.5999755859375,994.5999755859375,903.989990234375,907.8400268554688,907.8400268554688,6542330000
909.530029296875,947.7100219726562,865.8300170898438,946.4299926757812,946.4299926757812,7984500000
942.2899780273438,984.6400146484375,918.739990234375,940.5499877929688,940.5499877929688,6581780000
943.510009765625,985.4000244140625,943.510009765625,985.4000244140625,985.4000244140625,5175640000
980.4000244140625,985.4400024414062,952.469970703125,955.0499877929688,955.0499877929688,5121830000
951.6699829101562,951.6699829101562,875.8099975585938,896.780029296875,896.780029296875,6147980000
899.0800170898438,922.8300170898438,858.4400024414062,908.1099853515625,908.1099853515625,7189900000
895.219970703125,896.2999877929688,852.8499755859375,876.77001953125,876.77001953125,6550050000
874.280029296875,893.780029296875,846.75,848.9199829101562,848.9199829101562,5558050000
848.9199829101562,940.510009765625,845.27001953125,940.510009765625,940.510009765625,7096950000
939.510009765625,969.969970703125,922.260009765625,930.0900268554688,930.0900268554688,7077800000
939.3800048828125,963.22998046875,928.5,954.0900268554688,954.0900268554688,6175830000
953.1099853515625,984.3800048828125,944.5900268554688,968.75,968.75,6394350000
