Open,High,Low,Close,Adj Close,Volume
4610.6201171875,4620.33984375,4595.06005859375,4613.669921875,4613.669921875,2924000000
4613.33984375,4635.14990234375,4613.33984375,4630.64990234375,4630.64990234375,3309690000
4630.64990234375,4663.4599609375,4621.18994140625,4660.56982421875,4660.56982421875,3339440000
4662.93017578125,4683.0,4662.58984375,4680.06005859375,4680.06005859375,3332940000
4699.259765625,4718.5,4681.31982421875,4697.52978515625,4697.52978515625,3491150000
4701.47998046875,4714.919921875,4694.39013671875,4701.7001953125,4701.7001953125,3465720000
4707.25,4708.52978515625,4670.8701171875,4685.25,4685.25,3110230000
4670.259765625,4684.85009765625,4630.85986328125,4646.7099609375,4646.7099609375,3581630000
4659.39013671875,4664.5498046875,4648.31005859375,4649.27001953125,4649.27001953125,2623140000
4655.240234375,4688.47021484375,4650.77001953125,4682.85009765625,4682.85009765625,2865790000
